Cryptoloop,<ref name="freeotfe.org">http://www.freeotfe.org/docs/Main/Linux_volumes.htm FreeOTFE supports cryptoloop  dm-crypt/cryptsetup/dmsetup  and dm-crypt/LUKS volumes</ref>,[null],[null],[null],[null],[null],[null],[null],[null],[null]
Cryptomator,<ref name="cryptomator.org"></ref>,[null],[null],[null],[null],[null],[null],[null],[null],[null]
CryptoPro Secure Disk Enterprise,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
CryptoPro Secure Disk for BitLocker,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Cryptsetup / Dmsetup,<ref name="freeotfe.org"/>,[null],[null],[null],[null],[null],[null],[null],[null],[null]
CryptSync,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Discryptor,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
DiskCryptor,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
DISK Protect,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Dm-crypt / LUKS,<ref name="freeotfe.org"/>,<ref>http://www.freeotfe.org/docs/Main/Linux_volumes.htm FreeOTFE4PDA supports dm-crypt/LUKS volumes</ref>,[null],[null],[null],[null],[null],[null],[null],[null]
DriveCrypt,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
DriveSentry GoAnywhere 2,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
E4M,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
e-Capsule Private Safe,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
eCryptfs,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
EgoSecure HDD Encryption,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
EncFS,<ref name="save"></ref>,<ref name="boxcryptor"></ref>,(FUSE),(FUSE),<ref name="save" />,(FUSE),(FUSE),(FUSE),<ref name="boxcryptor" />,[null]
EncryptStick,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
FileVault,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
FileVault 2,[null],[null],[null],<ref>https://code.google.com/p/libfvde/ libfvde supports reading FileVault2 Drive Encryption (FVDE) encrypted volumes</ref>,[null],[null],[null],[null],[null],[null]
FREE CompuSec,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
FreeOTFE,[null],[null],[null],<ref>http://www.freeotfe.org/docs/Main/Linux_volumes.htm Supports Linux volumes</ref>,[null],[null],[null],[null],[null],[null]
GBDE,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
GELI,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Knox,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
LibreCrypt,[null],[null],[null],<ref>https://github.com/t-d-k/LibreCrypt/blob/master/docs/Linux_volumes.md Supports Linux volumes</ref>,[null],[null],[null],[null],<ref>https://play.google.com/store/apps/details?id=com.nemesis2.luksmanager&hl=en_GB Third party app allows a user to open LibreCrypt compatible LUKS containers</ref>,[null]
Loop-AES,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
McAfee Drive Encryption (SafeBoot),[null],<ref name="Endpoint Encryption for Mobile"></ref>,[null],[null],[null],[null],[null],[null],[null],[null]
n-Crypt Pro,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
NetLib Encryptionizer (directory encryption),[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
PGPDisk,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
PGP Whole Disk Encryption,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Private Disk,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
ProxyCrypt,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
R-Crypto,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
SafeGuard Easy,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
SafeGuard Enterprise,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
SafeGuard PrivateDisk,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
SafeHouse Professional,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Scramdisk,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Scramdisk 4 Linux,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
SecuBox,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
SecureDoc,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Sentry 2020,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Seqrite Volume Encryption,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Softraid / RAID C,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
SpyProof!,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Svnd / Vnconfig,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Symantec Endpoint Encryption,[null],[null],[null],<ref></ref>,[null],[null],[null],[null],[null],[null]
Tcplay,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Trend Micro Endpoint Encryption,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
TrueCrypt,[null],[null],<ref>http://www.truecrypt.org/misc/freebsd Although TrueCrypt can be built under FreeBSD  it is not recommended to run it because of bugs and instabilities when TrueCrypt is attempted to be used</ref>,[null],[null],[null],[null],[null],<ref name="play.google.com"/>,[null]
USBCrypt,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
VeraCrypt,[null],[null],[null],[null],[null],[null],[null],[null],<ref>https://play.google.com/store/apps/details?id=com.sovworks.eds.android Third party app allows to encrypt and decrypt VeraCrypt containers (only available in the paid version)</ref>,[null]
CyberSafe Top Secret,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Name,Windows NT,Windows Mobile (incl. Pocket PC),FreeBSD,Linux,Mac OS X,NetBSD,OpenBSD,DragonFly BSD,Android,iOS
